Statistics makes me cry,My friends will think I am stupid for not being able to cope with SPSS,Standard deviations excite me,I dream that Pearson is attacking me with correlation coefficients,I do not understand statistics,I have little experience of computers,All computers hate me,I have never been good at mathematics,My friends are better at statistics than me,Computers are useful only for playing games,I did badly at mathematics at school,People try to tell you that SPSS makes statistics easier to understand but it does not,I worry that I will cause irreparable damage because of my incompetence with computers,Computers have minds of their own and deliberately go wrong whenever I use them,Computers are out to get me,I weep openly at the mention of central tendency,I slip into a coma whenever I see an equation,SPSS always crashes when I try to use it,Everybody looks at me when I use SPSS,I cant sleep for thoughts of eigenvectors,I wake up under my duvet thinking that I am trapped under a normal distribution,My friends are better at SPSS than I am,If I'm good at statistics my friends will think I'm a nerd
2,1,1,4,4,1,5,2,5,2,2,5,1,3,4,4,3,5,1,5,5,2,5
2,2,2,2,2,1,2,2,3,2,2,3,2,2,2,2,2,2,3,3,2,4,4
1,2,3,2,2,1,1,1,3,2,2,3,2,1,2,2,2,1,4,4,3,3,4
2,2,1,2,2,1,2,1,2,2,1,3,1,3,2,3,2,2,2,3,2,4,5
2,1,1,3,5,1,4,1,1,3,1,5,2,3,2,2,1,4,2,3,3,3,2
2,2,3,2,2,2,4,2,3,2,2,2,2,2,4,2,3,2,2,3,3,3,4
2,1,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,4,4
2,3,3,2,2,2,3,2,4,2,2,1,2,2,2,3,2,2,1,2,2,3,3
3,1,2,4,4,2,2,2,1,4,2,4,3,3,4,4,2,4,2,4,3,2,3
2,1,3,3,2,1,2,3,3,2,3,3,2,2,3,3,2,2,2,4,3,3,3
3,1,2,4,3,4,4,3,4,2,3,4,2,3,3,3,4,3,3,3,3,2,5
2,1,3,2,2,2,3,2,1,4,2,4,2,4,3,2,2,2,1,4,3,1,4
2,1,3,3,2,2,3,2,2,2,2,3,2,2,4,3,3,2,3,4,3,3,3
3,1,2,5,5,3,3,2,2,3,1,4,2,3,3,3,3,4,3,5,5,5,4
4,1,1,5,3,4,5,5,4,2,4,5,4,5,5,5,4,4,1,5,5,1,2
3,1,2,3,2,3,3,4,1,3,2,2,4,3,5,4,4,3,1,5,3,2,3
3,4,3,3,3,4,4,3,3,2,2,4,3,3,3,3,2,3,2,3,3,1,2
2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,3,2,3,3
3,1,2,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,1,3,3,2,2
2,2,4,2,4,2,4,3,4,2,2,3,3,4,4,3,4,3,1,2,3,4,4
3,2,3,2,4,5,5,3,1,4,3,5,5,5,3,2,3,5,3,4,4,1,1
2,1,2,5,2,2,2,2,1,3,2,5,2,3,5,3,2,4,2,3,3,1,2
2,1,2,4,4,3,5,3,3,4,3,3,2,3,4,4,4,3,1,5,5,2,1
2,1,1,2,2,2,5,1,1,1,1,5,2,4,3,3,2,4,3,4,4,5,4
2,2,4,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,4,4,2,4,4
2,2,1,5,5,4,4,2,2,2,2,4,3,4,2,4,2,5,5,5,5,4,2
3,1,2,3,3,2,3,3,1,3,4,4,3,2,4,4,4,4,1,5,5,1,2
2,1,1,3,3,4,4,3,1,2,4,4,3,5,4,4,4,5,2,5,3,2,3
4,1,3,4,3,1,2,1,2,2,2,4,1,3,2,3,3,1,1,4,4,1,1
1,2,2,5,1,1,2,2,3,1,1,3,2,2,3,2,2,2,3,2,2,2,1
3,2,2,3,3,2,4,2,2,2,2,3,2,3,3,4,2,3,1,4,4,3,4
2,1,1,3,2,4,3,1,3,4,1,3,3,3,4,3,3,3,3,3,3,3,3
2,2,3,2,2,1,1,2,2,1,1,2,3,2,1,2,1,1,4,3,2,4,4
2,1,2,2,3,2,2,2,2,2,3,3,3,3,4,3,2,2,1,5,3,3,3
2,1,1,4,2,2,2,2,2,2,2,3,2,3,2,3,3,2,1,3,3,4,4
4,2,3,4,3,1,4,2,4,1,2,4,2,3,2,3,2,2,1,4,3,2,4
2,1,3,2,4,2,2,2,4,1,2,3,2,3,3,2,2,2,2,4,4,3,4
3,1,2,5,4,5,4,4,4,4,4,5,4,4,4,4,3,5,2,4,4,4,5
2,1,3,2,2,1,3,2,2,2,3,3,3,2,3,2,3,1,2,3,3,4,5
1,1,4,3,1,1,3,1,4,1,1,2,2,1,1,1,1,2,1,5,3,3,4
4,1,1,5,4,5,3,3,1,3,5,5,2,5,5,5,5,5,1,5,4,3,4
4,1,1,4,3,2,3,5,3,2,3,3,2,4,4,3,5,3,3,5,5,1,4
2,1,1,3,2,2,3,2,1,2,2,3,2,2,2,3,2,2,2,4,4,1,1
2,1,3,2,3,2,2,2,3,2,3,3,2,2,3,3,2,2,2,4,3,2,4
2,1,2,3,3,5,4,2,1,3,3,3,3,2,3,3,2,2,3,3,3,3,2
2,3,4,2,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4
2,3,4,2,1,1,1,1,4,1,1,1,1,2,2,2,1,1,3,2,2,5,4
2,2,3,2,2,2,2,3,4,2,2,2,1,2,2,2,3,2,4,4,2,4,3
2,2,3,2,2,1,2,2,4,2,2,4,2,4,2,2,2,2,2,4,4,2,3
2,1,3,3,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,3,3,3,2
2,2,3,3,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,3,3,4,4
2,2,3,1,3,1,2,1,3,1,2,2,2,3,1,2,1,1,2,3,2,4,4
3,1,1,3,5,2,5,2,3,5,4,3,3,5,5,5,4,2,1,4,5,2,1
3,1,4,3,2,1,1,3,4,2,2,3,3,4,4,3,2,2,3,5,4,2,5
3,1,1,3,4,3,4,2,1,5,2,3,3,4,4,4,2,3,2,1,4,2,3
4,1,2,4,3,2,3,2,1,5,2,3,4,3,4,5,2,3,4,5,2,4,2
4,1,2,4,2,2,4,5,4,3,4,3,4,3,3,4,5,3,3,4,4,2,3
3,2,3,2,3,1,2,2,4,2,1,3,2,2,2,3,2,2,2,4,3,3,4
2,1,2,2,3,1,2,2,3,2,2,3,2,3,2,3,2,2,3,4,2,2,3
2,1,2,3,2,3,4,3,1,3,3,3,3,3,4,2,3,2,2,2,3,2,2
4,1,1,3,4,4,5,2,2,2,3,5,4,3,4,5,4,5,1,5,5,1,4
3,2,1,4,3,2,4,4,3,2,4,3,2,4,3,4,4,4,1,5,4,3,3
1,1,5,2,2,1,1,2,4,2,1,1,1,1,2,1,2,1,5,2,1,4,4
1,1,5,2,2,2,1,1,2,3,1,1,1,2,2,2,1,2,2,2,2,2,4
2,2,1,5,5,5,2,1,2,1,1,5,2,5,4,3,2,5,2,5,3,5,5
5,3,1,5,3,5,5,3,3,3,3,5,5,5,3,3,5,5,3,5,5,3,5
4,1,1,4,3,3,3,3,2,2,5,3,2,5,5,4,3,5,2,5,3,4,3
3,1,2,4,1,4,3,3,1,3,3,1,1,3,5,3,2,2,3,2,2,5,1
5,1,1,3,3,2,4,2,1,4,3,5,3,3,5,5,3,3,1,5,5,2,3
2,1,4,2,4,1,2,1,3,3,1,3,1,1,3,3,2,1,1,2,4,2,4
3,2,3,3,4,2,2,2,2,3,3,4,2,3,2,3,2,2,1,2,4,3,5
2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,4,3,4,4
1,2,4,2,2,1,2,1,3,2,2,2,1,1,2,2,2,2,3,3,2,2,3
3,4,1,3,5,2,3,2,5,3,2,4,4,4,3,4,3,4,3,3,2,4,3
2,3,4,3,3,2,2,3,3,3,2,3,3,2,3,3,3,1,3,2,3,5,2
2,1,2,3,2,1,2,2,4,1,2,2,2,2,2,3,3,1,3,4,4,4,2
2,1,2,3,3,3,4,2,3,3,2,3,3,4,2,3,2,3,2,4,3,4,2
2,2,4,2,1,1,2,1,4,2,1,1,2,2,2,2,2,1,4,2,2,4,4
3,1,3,3,2,2,3,3,2,4,3,4,3,3,4,3,3,3,2,4,3,2,2
1,4,4,2,2,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,4,4
2,2,2,2,4,3,4,2,4,2,1,4,4,4,4,2,2,4,2,4,4,4,4
2,3,3,4,2,2,3,2,2,2,2,3,3,3,3,3,3,2,2,4,4,3,4
2,1,2,3,3,4,3,3,3,3,2,3,4,4,3,2,3,4,2,5,4,2,3
3,2,3,2,3,2,3,3,3,2,3,3,2,2,3,3,3,2,2,2,2,2,2
2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,4,3,3,4
2,1,1,4,3,1,2,5,4,1,5,5,2,4,3,3,5,2,4,4,4,4,4
3,1,1,3,3,2,4,3,1,2,3,4,4,4,3,3,3,3,1,4,4,2,2
3,2,2,4,3,2,3,4,4,1,3,3,1,3,4,3,3,3,1,4,4,4,3
2,1,1,3,3,4,4,4,1,1,3,4,3,4,4,4,3,4,2,3,3,2,3
2,2,3,4,4,2,3,2,3,3,2,4,4,3,3,3,2,3,1,3,2,3,2
2,1,3,5,3,4,4,5,2,2,3,2,2,4,2,3,2,2,3,3,3,2,2
3,1,2,3,3,1,3,2,2,1,2,3,2,4,3,3,2,2,3,4,2,4,4
3,1,1,4,2,2,4,2,1,2,2,5,3,3,2,3,2,3,2,4,4,2,3
2,1,2,4,3,3,4,2,2,2,3,3,3,3,3,3,2,2,2,4,3,2,3
2,2,3,2,1,1,2,2,3,2,2,3,1,2,3,3,2,1,3,2,2,3,3
1,2,4,2,2,1,2,2,4,2,3,2,2,1,3,3,2,3,4,3,3,3,4
2,1,4,3,2,2,3,2,2,2,1,2,2,3,2,2,1,2,2,3,2,2,5
2,4,5,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,4,2,2,4,4
3,2,2,4,2,3,4,2,1,1,3,3,2,3,3,3,2,3,2,4,3,3,5
4,2,2,5,3,5,4,3,3,3,3,4,4,3,2,4,3,5,2,4,4,2,3
3,1,2,3,4,1,2,3,2,2,2,4,2,2,2,3,2,4,2,4,4,4,3
2,2,4,2,2,4,2,2,2,4,2,5,2,4,2,2,2,4,4,2,2,3,5
2,2,4,3,2,2,3,2,4,2,2,2,2,3,2,2,1,2,4,4,3,3,4
2,1,2,3,2,3,4,2,2,4,4,3,4,3,4,4,4,4,2,5,4,4,4
3,1,4,3,2,1,4,2,1,2,3,3,2,3,1,1,2,2,1,4,4,5,5
2,1,3,3,2,2,4,2,2,2,2,3,3,3,2,3,2,2,4,3,2,3,3
1,2,3,3,2,3,4,2,3,3,2,3,3,2,2,2,2,3,2,4,4,2,2
2,2,4,2,3,2,2,2,3,2,2,3,2,3,3,3,2,3,3,3,3,2,3
3,2,2,4,3,3,4,3,3,2,3,3,2,4,4,3,3,3,2,4,4,3,4
2,2,3,3,1,1,2,3,2,2,2,2,2,2,3,2,2,1,4,3,2,3,4
4,1,1,2,3,1,4,2,1,2,2,4,3,3,3,4,3,3,2,4,3,2,3
2,1,3,3,3,2,3,2,4,3,2,3,2,2,4,3,3,3,2,3,3,2,2
3,1,2,2,3,4,5,3,2,2,2,5,2,3,4,4,2,4,2,4,4,4,3
2,2,2,2,2,3,3,2,3,2,2,3,3,3,3,2,3,3,3,2,3,3,3
3,2,3,2,4,2,3,2,4,3,4,3,3,3,3,3,4,1,2,5,2,3,3
2,1,4,2,2,1,2,2,4,2,2,3,2,3,1,2,2,2,4,4,4,4,2
4,2,4,4,3,3,3,4,2,2,3,4,3,4,4,2,3,2,2,4,3,2,2
2,1,2,2,3,2,4,2,2,2,2,2,3,4,4,4,2,3,2,4,3,4,3
2,1,3,3,3,3,2,2,3,2,2,3,2,3,2,3,2,3,3,3,3,2,3
2,1,4,3,2,1,4,2,5,1,2,3,1,5,3,4,3,2,3,5,3,3,3
4,1,3,4,5,5,5,5,4,2,3,5,5,5,3,3,3,5,1,5,5,2,4
2,1,1,3,3,4,3,2,1,2,2,4,3,2,3,3,2,3,2,5,3,2,4
3,1,1,4,3,1,2,2,1,1,2,4,2,1,2,2,3,3,4,5,3,4,5
3,1,1,4,5,3,4,4,1,4,4,4,4,3,4,3,4,4,2,5,4,2,3
2,1,3,1,1,1,2,1,4,3,1,3,1,1,3,3,1,1,4,2,2,5,5
1,2,4,2,2,3,2,2,4,2,3,2,2,2,3,3,2,2,4,4,4,4,4
2,3,2,2,3,1,2,2,2,3,2,3,2,3,2,2,2,2,1,3,2,3,3
3,2,1,4,3,2,3,2,4,2,2,3,2,2,2,3,2,2,2,3,3,3,3
2,1,1,4,2,2,3,2,1,3,4,3,2,3,3,2,3,2,1,5,4,2,3
2,1,3,4,5,2,4,1,5,2,1,3,3,3,2,3,3,2,3,2,4,2,5
2,1,3,2,2,3,2,2,3,2,2,3,2,3,3,3,2,2,3,4,3,3,4
2,1,2,2,2,2,3,2,1,3,3,4,2,2,4,2,2,2,2,4,2,2,2
2,2,4,3,2,2,3,2,2,2,3,3,2,2,2,2,2,3,2,4,4,4,2
2,2,3,2,2,1,2,2,1,1,4,3,2,3,3,3,3,3,3,5,3,3,3
5,1,1,5,5,5,5,2,1,5,3,4,5,5,4,5,3,5,1,5,5,1,4
4,1,1,4,2,3,5,2,1,2,3,4,5,4,5,3,2,3,1,4,5,1,3
1,2,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,2,4,1,3,3
2,3,4,2,2,2,3,2,4,3,2,3,3,4,2,2,2,3,3,3,3,4,4
5,1,1,3,4,2,2,2,2,2,2,4,5,5,2,5,2,4,2,5,3,3,3
1,1,3,2,2,2,2,2,3,1,1,2,2,2,1,2,1,2,3,2,2,4,3
3,2,2,3,3,5,4,2,3,2,2,4,3,4,2,3,3,3,2,3,3,3,4
2,1,3,2,3,1,3,2,1,3,2,3,2,3,3,3,2,1,3,4,3,3,2
4,1,3,3,3,1,2,1,2,4,1,4,4,3,2,5,2,2,1,5,4,1,5
3,2,2,3,2,4,2,2,2,2,2,3,3,3,3,3,2,2,3,4,3,3,4
2,1,1,2,3,2,2,3,2,4,3,4,2,3,3,2,2,2,1,5,3,4,4
4,1,1,5,4,2,4,2,3,2,2,5,3,4,2,4,3,3,1,5,4,2,2
3,2,2,3,2,2,3,3,4,2,2,3,3,2,4,2,3,2,1,5,4,3,1
3,1,1,3,3,3,4,3,2,4,4,5,3,3,5,4,4,4,1,4,4,3,2
2,1,1,5,3,3,5,3,3,4,3,5,5,3,4,3,4,4,1,4,4,3,4
2,1,3,2,2,1,5,2,3,2,2,3,4,3,3,3,2,3,2,4,5,3,5
3,1,3,2,4,1,2,2,5,2,2,2,2,3,2,3,2,1,3,4,2,5,5
3,1,2,2,1,2,4,2,1,2,3,3,2,2,4,3,3,3,2,4,4,2,1
3,2,2,3,3,2,2,2,4,3,2,2,2,3,2,3,1,2,1,5,4,1,5
2,2,4,2,2,2,2,2,4,2,2,3,2,2,3,3,3,2,3,2,2,3,4
1,2,4,2,2,1,1,2,5,2,2,2,1,2,1,2,1,1,4,4,3,5,2
5,1,1,4,3,5,5,3,1,4,3,5,5,4,2,5,3,5,2,4,5,2,3
3,1,4,2,4,3,2,2,1,2,2,3,3,3,2,3,2,3,1,2,2,2,3
3,2,1,5,3,2,3,2,3,2,2,4,3,4,3,3,3,4,2,5,5,3,4
3,1,1,4,3,2,4,3,2,3,4,3,3,3,4,3,4,3,1,5,5,1,4
3,1,2,3,2,2,3,3,4,2,3,4,3,2,3,2,2,2,4,2,3,4,3
2,1,2,2,3,2,3,2,1,3,2,3,2,3,2,2,2,2,3,4,2,4,4
2,1,2,3,4,2,4,3,3,3,3,2,2,3,3,3,3,2,1,5,4,5,5
4,1,2,5,3,2,5,2,1,4,3,5,5,5,4,5,4,3,2,5,2,5,3
3,3,3,2,3,2,2,2,3,2,2,3,2,3,2,2,2,2,3,3,2,3,3
3,2,2,3,4,3,4,3,4,2,2,2,2,2,2,2,3,2,3,4,3,3,3
2,2,3,3,3,2,4,2,2,3,2,3,2,4,2,3,2,2,2,4,4,4,4
2,1,3,3,2,2,2,2,2,2,2,4,2,3,2,3,2,2,2,5,2,3,3
3,1,2,3,3,2,4,2,2,3,2,4,3,3,3,2,2,3,3,4,4,2,4
3,3,3,4,4,2,2,3,4,2,4,2,2,3,2,2,2,2,4,4,4,3,4
3,1,1,3,3,5,3,4,1,2,3,5,5,5,3,4,3,3,2,5,4,2,4
2,1,1,3,4,2,3,4,3,2,3,3,2,3,4,2,4,5,1,5,5,4,2
2,2,4,2,2,2,4,2,4,2,1,3,2,2,2,2,2,3,3,4,3,4,4
2,1,2,1,2,2,2,2,4,2,2,2,3,1,2,3,3,1,3,5,3,3,4
2,1,2,3,3,2,2,2,2,3,2,4,2,2,4,4,4,4,2,4,4,3,2
2,2,4,2,3,2,3,1,4,2,1,3,2,2,2,1,2,2,4,3,3,4,4
3,2,3,2,2,2,3,2,4,2,2,3,2,3,2,3,2,3,3,5,4,4,4
2,1,3,2,3,2,3,2,2,3,2,3,2,3,2,3,3,2,2,3,4,2,1
2,2,2,3,3,2,2,1,4,3,1,3,1,4,2,2,1,3,4,2,3,4,4
4,1,1,3,3,3,4,5,1,3,4,3,3,5,3,3,5,4,1,5,5,1,2
3,2,3,3,4,2,3,2,4,4,2,3,2,3,3,3,2,3,2,5,3,4,4
2,1,3,2,3,3,2,2,4,2,3,3,4,3,4,3,3,3,2,5,4,3,3
2,1,1,2,4,2,3,2,4,2,2,3,3,3,3,2,2,3,2,4,4,4,3
3,1,1,3,4,2,4,2,2,3,2,3,2,3,3,3,3,2,3,4,3,2,4
4,1,2,3,3,3,4,4,3,4,4,5,4,3,5,4,4,4,2,4,5,4,2
5,2,1,4,4,2,4,5,1,1,3,4,4,4,2,5,5,3,1,5,4,4,4
4,1,4,4,4,2,2,4,1,4,3,2,3,2,4,3,4,3,2,2,2,2,3
1,1,1,2,3,1,2,1,2,2,1,3,2,3,2,3,1,3,1,2,2,3,3
3,1,3,2,4,3,2,2,1,1,2,4,4,4,3,3,2,2,1,5,5,1,5
2,2,3,3,3,2,3,2,3,3,3,3,3,4,2,3,3,3,2,4,3,3,3
1,2,3,3,2,1,3,2,2,2,2,3,3,3,2,2,2,2,1,4,4,3,3
2,1,1,2,2,1,3,2,3,2,2,3,2,3,2,3,2,3,1,2,2,3,3
2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3
4,1,1,3,3,3,4,3,4,2,2,3,3,4,4,4,3,3,2,3,4,2,4
1,2,3,2,1,1,2,2,3,1,1,2,1,2,3,3,3,1,2,4,3,3,3
2,2,3,1,3,2,1,1,3,1,2,1,2,3,2,4,2,2,3,4,4,3,3
5,2,1,3,4,1,2,4,4,2,3,3,2,3,3,3,2,3,2,5,5,4,5
3,4,3,2,3,2,2,2,5,1,2,2,2,2,2,3,2,1,2,3,3,4,4
3,4,2,3,3,2,5,5,4,4,4,3,4,3,4,5,5,4,1,5,5,4,4
2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3
3,2,3,2,3,1,2,2,2,2,3,3,2,3,2,2,2,3,3,3,2,2,3
1,1,1,3,2,2,4,2,5,2,5,5,3,3,4,3,3,2,1,4,5,1,4
4,1,2,3,4,4,4,2,2,3,2,4,3,3,3,3,2,3,1,3,3,3,1
2,1,1,3,2,3,4,2,1,2,2,3,4,4,2,2,3,3,1,3,3,2,3
2,2,4,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,1,3,4
2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,3,2,2,2,4,2,4,2
3,1,1,3,4,2,3,4,3,3,5,4,2,4,4,3,2,5,2,5,4,4,4
2,2,3,3,2,2,3,3,4,2,3,4,3,2,2,2,2,2,3,4,4,3,2
3,1,3,2,3,2,2,2,2,2,2,4,3,3,3,3,2,2,3,4,3,3,3
2,2,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,4,3,3,4
3,2,4,4,2,4,4,3,2,2,2,5,3,5,5,3,3,5,1,4,4,2,4
2,1,3,2,2,2,3,1,1,2,2,3,3,3,4,2,2,2,3,4,3,2,3
2,1,2,3,3,3,3,2,2,2,3,3,2,3,3,2,3,2,2,4,3,3,2
2,1,2,3,2,2,3,2,2,2,3,4,2,3,2,2,3,3,1,5,3,2,2
2,1,3,3,2,1,3,2,3,3,2,3,2,3,2,2,2,3,2,5,3,3,2
1,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,3,2,4,3,2,4,4
2,2,3,1,1,2,2,1,3,1,2,2,2,2,3,2,2,2,1,3,2,4,4
3,1,1,3,3,2,3,2,3,2,3,4,3,4,2,4,4,5,1,4,4,3,2
2,2,3,2,2,2,2,2,1,2,2,3,2,3,2,3,2,3,4,3,3,3,4
2,1,1,3,5,5,5,2,4,2,3,5,5,5,4,2,2,5,1,4,4,2,4
4,1,2,3,3,2,3,3,3,2,2,2,4,2,4,4,3,3,2,5,5,4,3
2,1,1,2,2,1,2,2,1,2,2,3,3,3,2,3,2,4,2,1,4,3,2
3,1,2,3,2,4,3,2,2,2,2,4,3,3,4,3,2,3,2,4,4,2,3
3,2,1,2,4,4,5,2,2,2,2,5,4,3,2,4,3,4,1,4,4,3,1
3,1,2,4,4,5,4,3,1,3,3,5,5,4,3,3,2,5,1,4,4,1,3
3,1,1,3,5,4,5,5,1,2,5,5,5,5,4,5,5,5,1,5,5,1,5
1,2,2,1,1,1,1,1,1,1,1,4,1,2,2,2,2,2,2,4,4,4,4
5,1,2,5,4,1,5,2,3,3,3,5,3,3,2,3,3,3,3,4,4,2,3
2,1,3,2,2,2,2,2,3,3,2,3,2,3,3,3,2,3,2,5,4,3,4
3,2,1,3,3,2,2,2,4,4,2,4,3,3,2,3,2,2,1,3,2,4,5
2,1,2,3,4,5,4,3,1,3,3,4,4,4,4,3,3,4,2,4,4,5,4
3,1,1,4,3,5,4,2,1,2,4,3,5,5,5,3,4,5,1,3,4,3,4
3,2,3,4,3,2,3,3,4,2,2,4,3,3,3,3,4,2,3,3,3,3,4
4,1,2,3,3,5,5,2,2,2,3,4,4,4,4,3,3,4,1,4,5,3,5
3,1,3,3,4,2,3,2,3,3,2,4,3,3,4,3,4,3,3,3,4,2,3
2,1,2,3,3,5,4,3,1,4,2,3,3,3,3,3,4,4,1,4,3,1,2
2,1,3,3,4,1,4,2,5,2,2,2,2,2,2,3,2,2,3,4,2,4,4
3,1,2,3,4,2,4,2,1,1,2,3,2,4,2,4,1,2,2,4,3,1,3
2,1,3,3,3,2,3,1,1,1,1,3,1,5,4,5,1,3,1,3,3,1,1
2,1,3,1,3,1,3,2,4,2,2,3,1,3,2,3,2,1,5,3,2,1,3
2,2,4,3,2,2,2,1,3,2,1,2,2,2,2,2,1,2,4,2,2,4,4
1,1,2,2,2,2,4,2,1,2,2,3,3,2,2,2,2,3,2,4,3,2,3
2,2,4,3,2,2,3,3,5,2,2,4,3,2,3,2,3,3,2,5,4,4,2
3,2,3,2,2,1,3,2,3,2,2,3,1,2,2,3,2,1,3,4,2,2,3
2,2,2,4,4,3,4,2,2,2,2,3,3,4,3,4,3,3,3,4,4,3,3
3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,4,4,2,2
3,2,4,2,3,2,2,2,1,2,2,2,2,3,3,4,2,2,2,5,2,1,4
3,1,1,3,3,4,4,3,1,4,4,3,4,3,4,3,4,5,1,5,1,3,4
3,1,1,5,3,5,4,3,1,3,4,4,4,3,4,3,3,5,1,5,5,1,4
2,1,3,3,2,1,2,2,3,2,2,3,2,3,3,2,2,2,1,3,2,3,4
2,2,3,2,3,2,2,3,4,3,2,2,2,3,2,3,3,2,3,3,2,3,4
2,1,3,2,3,2,3,2,3,2,2,3,2,2,2,1,2,1,4,2,3,2,3
2,2,2,2,2,1,1,1,1,1,1,3,1,2,1,2,1,1,2,3,1,3,2
1,1,2,4,3,1,4,1,2,1,1,3,2,4,2,3,2,2,5,4,4,4,2
4,1,1,5,4,4,4,2,1,4,3,5,5,4,5,4,3,4,1,4,4,3,4
3,2,3,3,4,2,4,3,4,1,2,3,3,3,4,2,3,3,2,5,4,3,2
1,2,3,2,2,2,2,1,4,1,2,2,2,2,2,2,2,2,3,4,3,4,4
2,2,3,3,2,2,2,2,4,2,2,4,2,3,2,3,2,4,2,4,4,4,3
3,3,3,4,2,1,4,4,3,1,2,3,3,3,5,4,3,2,1,3,4,2,3
2,3,4,2,2,1,2,2,4,2,2,3,2,2,2,2,2,2,2,2,2,4,4
2,1,4,2,2,2,4,2,2,2,2,4,2,3,2,3,3,2,1,4,3,1,2
2,1,3,3,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,4,3,3,3
2,1,4,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2,2,2,2,4
2,1,3,2,2,4,1,1,1,2,1,4,4,4,2,2,1,4,1,2,1,1,4
2,2,4,1,1,1,1,2,4,2,2,3,2,3,2,2,2,1,4,3,2,4,3
2,2,4,2,3,2,3,2,4,4,2,4,2,3,3,3,3,2,2,3,3,2,2
4,1,2,3,4,4,3,2,1,3,5,3,3,3,4,4,2,3,1,4,4,1,3
2,2,3,2,2,2,2,2,1,2,2,2,2,2,3,3,3,2,2,2,3,3,4
2,2,2,3,2,2,4,2,3,2,1,3,4,3,2,3,1,3,2,4,3,4,4
2,4,3,4,3,1,2,2,4,2,2,3,2,2,1,2,2,2,4,3,3,3,3
2,1,3,3,3,2,4,2,2,2,2,3,3,2,3,4,3,4,2,2,2,2,1
2,2,1,3,3,3,5,2,1,3,3,4,3,4,3,4,3,3,1,4,3,2,1
2,3,4,2,2,2,2,2,4,2,2,3,2,3,3,3,2,2,3,4,3,3,4
2,1,1,2,3,5,2,4,2,2,3,3,4,5,4,3,3,5,1,4,2,2,3
2,1,3,2,2,1,1,2,3,2,2,3,2,2,3,3,2,2,3,4,3,3,4
2,2,2,2,2,2,3,2,4,2,3,2,2,2,2,2,2,3,3,5,3,4,4
3,1,1,5,3,3,4,2,3,3,4,5,4,3,5,4,4,4,2,3,4,3,3
2,2,4,2,2,2,2,3,4,3,3,3,2,3,3,2,3,2,3,3,2,3,3
2,2,3,4,4,2,3,2,3,1,1,3,3,3,3,2,2,2,3,4,4,3,3
2,1,3,2,2,2,3,2,4,2,2,3,3,3,3,3,2,2,1,3,2,2,4
4,1,2,4,3,3,4,2,2,2,3,3,2,4,2,4,2,2,1,4,4,2,3
3,2,2,3,3,2,4,3,3,3,2,3,2,3,3,4,2,3,2,4,3,3,3
2,3,2,4,2,1,2,3,4,1,3,3,1,1,3,2,2,2,4,5,3,4,4
2,1,3,3,2,5,5,2,2,4,3,5,5,3,3,3,2,5,3,5,3,2,4
4,4,1,4,4,3,4,5,5,4,5,5,5,4,4,5,5,4,1,4,4,2,4
2,2,4,3,3,3,4,3,4,2,3,3,2,2,2,2,3,2,3,4,4,3,3
2,3,2,2,3,1,4,1,4,1,1,2,3,2,2,3,2,3,2,5,2,3,3
4,1,2,4,5,1,4,2,2,1,2,4,4,3,2,4,2,2,3,4,4,3,4
4,2,1,4,5,3,4,3,3,3,3,4,3,4,3,4,3,4,1,4,5,3,5
3,1,2,2,2,4,4,3,1,3,3,2,2,3,5,4,2,3,1,1,3,3,4
5,1,1,5,2,1,4,3,1,3,2,5,4,5,4,5,3,2,1,5,5,3,3
3,1,1,3,4,1,2,2,1,2,2,2,1,5,3,3,3,1,1,5,4,3,3
1,1,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,3,1,3,3,3,4
3,2,2,4,3,1,2,2,1,5,3,4,3,5,2,2,2,1,1,5,5,1,5
2,4,4,3,3,2,2,2,4,2,2,3,2,2,3,2,2,2,2,2,2,4,4
1,1,1,5,1,2,5,1,1,1,1,5,1,5,1,3,1,5,4,5,5,4,5
1,2,3,2,2,2,3,2,3,2,1,2,1,3,2,3,2,1,3,3,2,2,3
